block,shader,diffuse_short,keywords,samplers
0,object_norm,asteroid_hole01,"asteroid_detail01, asteroid_hole01, asteroids",5
1,object_norm,is_communications,"is_communications, is_communications_msk, station_01",5
2,object_norm,bs_center,"bs_center, bs_center_msk, station_01",6
3,object_norm,is_panels,"is_panels, is_panels_msk, station_01",5
4,object_norm,is_details,"is_details, is_details_msk, station_01",6
5,object_norm,bs_communications_02,"bs_communications_02, bs_communications_02_msk, station_01",6
6,object_norm,bs_shell_01,"bs_shell_01, bs_shell_01_msk, station_01",6
7,object_norm,bs_communications_01,"bs_communications_01, bs_communications_01_msk, station_01",6
8,object_norm,crs_set01,"crs_set01, crs_set01_msk, plates_detail, station_01",6
9,object_norm,fed_plates01,"fed_plates01, fed_plates01_msk, station_01",5
10,object_norm,fed_mix01,"fed_mix01, fed_mix01_msk, station_01",6
11,object_norm,bs_communications_01,"bs_communications_01, bs_communications_01_msk, station_01",6
12,object_norm,bs_communications_02,"bs_communications_02, bs_communications_02_msk, station_02",6
13,object_norm,bs_shell_01,"bs_shell_01, bs_shell_01_msk, station_02",6
