block,shader,diffuse_short,keywords,samplers
0,sky,fed_planet_aura_back,fed_planet_aura_back,1
1,object_norm,planet_moon,"detail_moon01, planet_moon",4
2,sky,planet_aura,planet_aura,1
3,sky,fed_planet_aura_back,fed_planet_aura_back,1
4,object_norm,planet_ilay2,planet_ilay2,3
5,sky,planet_aura,planet_aura,1
6,skybackground,asteroids_02,asteroids_02,2
7,skybackground,asteroids_04,asteroids_04,2
8,skybackground,asteroids_01,asteroids_01,2
9,skybackground,asteroids_03,asteroids_03,2
10,object_norm,asteroid_hole01,"asteroid_detail01, asteroid_hole01, asteroids",5
11,object_norm,is_details,"is_details, is_details_msk, station",6
12,object_norm,is_communications,"is_communications, is_communications_msk, station",5
13,object_norm,bs_shell_02,"bs_shell_02, bs_shell_02_msk, station",6
14,object_norm,bs_communications_01,"bs_communications_01, bs_communications_01_msk, station",6
15,object_norm,bs_communications_02,"bs_communications_02, bs_communications_02_msk, station",6
16,object_norm,bs_center,"bs_center, bs_center_msk, station",6
17,object_norm,is_panels,"is_panels, is_panels_msk, station",5
18,object_norm,bs_shell_01,"bs_shell_01, bs_shell_01_msk, station",6
