block,shader,diffuse_short,keywords,samplers
0,object_norm,rocks,"rock01_detail, rocks, rocks_msk, ship_rec_scroll",6
1,blank_object,-,-,0
2,object_norm,rocks,"rock01_detail, rocks, rocks_msk, ship_rec_scroll",6
3,animated_mock,ship_rec_scroll,"prec_ship, ship_rec_scroll",2
4,animated_mock,sc_cubes02_green,"sc_cubes02_green, sc_plates01",2
5,animated_mock,sc_cubes02_green,"sc_cubes02_green, sc_plates01",2
6,object_norm,sc_cubes02,"plates_detail, sc_cubes02, sc_cubes02_green, sc_cubes02_msk",6
7,object_norm,sc_cubes,"plates_detail, sc_cubes, sc_cubes_msk",5
8,object_norm,sc_plates02,"plates_detail, sc_plates02, sc_plates02_msk",5
9,object_norm,sc_plates01,"plates_detail, sc_plates01, sc_plates01_msk",6
10,object_norm,sc_elements01,"sc_elements01, sc_elements01_msk",4
